"Crash ID","City","Crash Date","Crash Death Count","Weather Condition","Vehicle Make","Vehicle Model Name","Vehicle Model Year","Person Death Count","Person Helmet"
"19492350","EAST MOUNTAIN","2023-04-15","0","1 - CLEAR","ALL OTHER MAKES","UNKNOWN (ALL OTHER MAKES)","2022","0","1 - NOT WORN"
"19492350","EAST MOUNTAIN","2023-04-15","0","1 - CLEAR","ALL OTHER MAKES","UNKNOWN (ALL OTHER MAKES)","2022","0","1 - NOT WORN"
"19492350","EAST MOUNTAIN","2023-04-15","0","1 - CLEAR","ALL OTHER MAKES","UNKNOWN (ALL OTHER MAKES)","2022","0","1 - NOT WORN"
"19492350","EAST MOUNTAIN","2023-04-15","0","1 - CLEAR","FORD","ESCORT (FORD)","2021","0","97 - NOT APPLICABLE"
"19492408","HOUSTON","2023-04-15","0","1 - CLEAR","OTHER (EXPLAIN IN NARRATIVE)","UNKNOWN (OTHER (EXPLAIN IN NARRATIVE))","2021","0","1 - NOT WORN"
"19493987","OUTSIDE CITY LIMITS","2023-04-15","0","1 - CLEAR","HARLEY-DAVIDSON","FLH (HARLEY-DAVIDSON)","2014","0","1 - NOT WORN"
"19493999","AUSTIN","2023-04-15","0","1 - CLEAR","HONDA","UNKNOWN (HONDA)","2006","0","2 - WORN, DAMAGED"
"19493999","AUSTIN","2023-04-15","0","1 - CLEAR","BMW","330 (BMW)","2017","0","97 - NOT APPLICABLE"
"19493999","AUSTIN","2023-04-15","0","1 - CLEAR","BMW","330 (BMW)","2017","0","97 - NOT APPLICABLE"
"19493999","AUSTIN","2023-04-15","0","1 - CLEAR","TOYOTA","4RUNNER (TOYOTA)","2020","0","97 - NOT APPLICABLE"
"19493999","AUSTIN","2023-04-15","0","1 - CLEAR","TOYOTA","4RUNNER (TOYOTA)","2020","0","97 - NOT APPLICABLE"
"19493999","AUSTIN","2023-04-15","0","1 - CLEAR","FORD","F150 (FORD)","2023","0","97 - NOT APPLICABLE"
"19493999","AUSTIN","2023-04-15","0","1 - CLEAR","FORD","F150 (FORD)","2023","0","97 - NOT APPLICABLE"
"19494706","SAN ANTONIO","2023-04-15","0","1 - CLEAR","DUCATI","SUPERSPORT (DUCATI)","1994","0","4 - WORN, UNK DAMAGE"
"19494706","SAN ANTONIO","2023-04-15","0","1 - CLEAR","KIA","OPTIMA (KIA)","2018","0","97 - NOT APPLICABLE"
"19494706","SAN ANTONIO","2023-04-15","0","1 - CLEAR","KIA","OPTIMA (KIA)","2018","0","97 - NOT APPLICABLE"
"19494706","SAN ANTONIO","2023-04-15","0","1 - CLEAR","KIA","OPTIMA (KIA)","2018","0","97 - NOT APPLICABLE"
"19494756","HOUSTON","2023-04-15","0","1 - CLEAR","SUZUKI","SV650 (SUZUKI)","2020","0","4 - WORN, UNK DAMAGE"
"19494917","OUTSIDE CITY LIMITS","2023-04-15","0","1 - CLEAR","HARLEY-DAVIDSON","FLHR (HARLEY-DAVIDSON)","2005","0","2 - WORN, DAMAGED"
"19494917","OUTSIDE CITY LIMITS","2023-04-15","0","1 - CLEAR","JEEP","WRANGLER (JEEP)","2013","0","97 - NOT APPLICABLE"
"19499743","OUTSIDE CITY LIMITS","2023-04-15","0","2 - CLOUDY","KAWASAKI","UNKNOWN (KAWASAKI)","2003","0","1 - NOT WORN"
"19499743","OUTSIDE CITY LIMITS","2023-04-15","0","2 - CLOUDY","KAWASAKI","UNKNOWN (KAWASAKI)","2003","0","1 - NOT WORN"
"19499743","OUTSIDE CITY LIMITS","2023-04-15","0","2 - CLOUDY","HARLEY-DAVIDSON","FXB (HARLEY-DAVIDSON)","2020","0","1 - NOT WORN"
"19501582","LUBBOCK","2023-04-15","1","1 - CLEAR","KIA","SORENTO (KIA)","2011","0","97 - NOT APPLICABLE"
"19501582","LUBBOCK","2023-04-15","1","1 - CLEAR","HARLEY-DAVIDSON","FLH (HARLEY-DAVIDSON)","2017","1","1 - NOT WORN"
"19501602","CLEBURNE","2023-04-15","1","1 - CLEAR","HARLEY-DAVIDSON","FLHP (HARLEY-DAVIDSON)","2016","1","1 - NOT WORN"
"19501602","CLEBURNE","2023-04-15","1","1 - CLEAR","FORD","EDGE (FORD)","2014","0","97 - NOT APPLICABLE"
"19501602","CLEBURNE","2023-04-15","1","1 - CLEAR","FORD","EDGE (FORD)","2014","0","97 - NOT APPLICABLE"
"19504356","OUTSIDE CITY LIMITS","2023-04-15","0","1 - CLEAR","BMW","F700 (BMW)","2014","0","3 - WORN, NOT DAMAGED"
"19506969","KEENE","2023-04-15","0","1 - CLEAR","HARLEY-DAVIDSON","UNKNOWN (HARLEY-DAVIDSON)","2002","0","1 - NOT WORN"
"19515163","OUTSIDE CITY LIMITS","2023-04-15","0","2 - CLOUDY","HARLEY-DAVIDSON","UNKNOWN (HARLEY-DAVIDSON)","2004","0","1 - NOT WORN"
"19522654","OUTSIDE CITY LIMITS","2023-04-15","1","2 - CLOUDY","KAWASAKI","ZX600 (KAWASAKI)","2007","1","1 - NOT WORN"
"19492515","OUTSIDE CITY LIMITS","2023-04-16","0","1 - CLEAR","HONDA","CB500 (HONDA)","2014","0","2 - WORN, DAMAGED"
"19492595","SELMA","2023-04-16","0","1 - CLEAR","SUZUKI","GS750 (SUZUKI)","2019","0","2 - WORN, DAMAGED"
"19492595","SELMA","2023-04-16","0","1 - CLEAR","TOYOTA","CAMRY (TOYOTA)","2022","0","97 - NOT APPLICABLE"
"19492595","SELMA","2023-04-16","0","1 - CLEAR","TOYOTA","CAMRY (TOYOTA)","2022","0","97 - NOT APPLICABLE"
"19492595","SELMA","2023-04-16","0","1 - CLEAR","CHEVROLET","MALIBU (CHEVROLET)","2010","0","97 - NOT APPLICABLE"
"19492595","SELMA","2023-04-16","0","1 - CLEAR","HONDA","ACCORD (HONDA)","2011","0","97 - NOT APPLICABLE"
"19492595","SELMA","2023-04-16","0","1 - CLEAR","KIA","TELLURIDE (KIA)","2023","0","97 - NOT APPLICABLE"
"19494808","HOUSTON","2023-04-16","0","1 - CLEAR","FORD","TAURUS (FORD)","2013","0","97 - NOT APPLICABLE"
"19494808","HOUSTON","2023-04-16","0","1 - CLEAR","FORD","TAURUS (FORD)","2013","0","97 - NOT APPLICABLE"
"19494808","HOUSTON","2023-04-16","0","1 - CLEAR","UNKNOWN","UNKNOWN (UNKNOWN)","No Data","0","4 - WORN, UNK DAMAGE"
"19495357","RICHARDSON","2023-04-16","0","1 - CLEAR","LEXUS","RX 350 (LEXUS)","2013","0","97 - NOT APPLICABLE"
"19495357","RICHARDSON","2023-04-16","0","1 - CLEAR","HARLEY-DAVIDSON","FLSTC (HARLEY-DAVIDSON)","1999","0","1 - NOT WORN"
"19496965","ABILENE","2023-04-16","0","1 - CLEAR","HARLEY-DAVIDSON","FLHTCUTG (HARLEY-DAVIDSON)","2013","0","1 - NOT WORN"
"19498940","WAXAHACHIE","2023-04-16","0","2 - CLOUDY","RAM","No Data","No Data","0","97 - NOT APPLICABLE"
"19498940","WAXAHACHIE","2023-04-16","0","2 - CLOUDY","KAWASAKI","VN1500 (KAWASAKI)","2015","0","4 - WORN, UNK DAMAGE"
"19499234","OUTSIDE CITY LIMITS","2023-04-16","0","1 - CLEAR","YAMAHA","MT-01 (YAMAHA)","2020","0","2 - WORN, DAMAGED"
"19499234","OUTSIDE CITY LIMITS","2023-04-16","0","1 - CLEAR","VOLKSWAGEN","BEETLE (VOLKSWAGEN)","2013","0","97 - NOT APPLICABLE"
"19499234","OUTSIDE CITY LIMITS","2023-04-16","0","1 - CLEAR","VOLKSWAGEN","BEETLE (VOLKSWAGEN)","2013","0","97 - NOT APPLICABLE"
"19505374","OUTSIDE CITY LIMITS","2023-04-16","0","1 - CLEAR","SUZUKI","UNKNOWN (SUZUKI)","2001","0","1 - NOT WORN"
"19507227","OUTSIDE CITY LIMITS","2023-04-16","0","1 - CLEAR","HARLEY-DAVIDSON","FLSTF (HARLEY-DAVIDSON)","2007","0","1 - NOT WORN"
"19507688","NASH (BOWIE)","2023-04-16","0","1 - CLEAR","HONDA","CBR600 (HONDA)","2010","0","1 - NOT WORN"
"19507688","NASH (BOWIE)","2023-04-16","0","1 - CLEAR","HONDA","CBR600 (HONDA)","2010","0","1 - NOT WORN"
"19522609","OUTSIDE CITY LIMITS","2023-04-16","1","1 - CLEAR","INDIAN MOTORCYCLE CO.","UNKNOWN (INDIAN MOTORCYCLE CO.)","2022","1","3 - WORN, NOT DAMAGED"
"19524469","OUTSIDE CITY LIMITS","2023-04-16","0","1 - CLEAR","HARLEY-DAVIDSON","FLD (HARLEY-DAVIDSON)","2009","0","1 - NOT WORN"
"19524469","OUTSIDE CITY LIMITS","2023-04-16","0","1 - CLEAR","HARLEY-DAVIDSON","FLD (HARLEY-DAVIDSON)","2009","0","1 - NOT WORN"
"19527906","HOUSTON","2023-04-16","0","1 - CLEAR","HONDA","UNKNOWN (HONDA)","1998","0","1 - NOT WORN"
"19530113","OUTSIDE CITY LIMITS","2023-04-16","0","1 - CLEAR","HONDA","NC750X (HONDA)","2018","0","3 - WORN, NOT DAMAGED"
"19604422","OUTSIDE CITY LIMITS","2023-04-16","0","1 - CLEAR","HARLEY-DAVIDSON","UNKNOWN (HARLEY-DAVIDSON)","2003","0","4 - WORN, UNK DAMAGE"
"19604422","OUTSIDE CITY LIMITS","2023-04-16","0","1 - CLEAR","HARLEY-DAVIDSON","UNKNOWN (HARLEY-DAVIDSON)","2003","0","4 - WORN, UNK DAMAGE"
"19495183","BEAUMONT","2023-04-17","0","1 - CLEAR","YAMAHA","YZF600 (YAMAHA)","2008","0","2 - WORN, DAMAGED"
"19495183","BEAUMONT","2023-04-17","0","1 - CLEAR","RAM","2500 (RAM)","2019","0","97 - NOT APPLICABLE"
"19495948","GREENVILLE","2023-04-17","0","1 - CLEAR","NISSAN","SENTRA (NISSAN)","2022","0","97 - NOT APPLICABLE"
"19495948","GREENVILLE","2023-04-17","0","1 - CLEAR","HARLEY-DAVIDSON","XLH883 (HARLEY-DAVIDSON)","2018","0","4 - WORN, UNK DAMAGE"
"19496885","PARIS","2023-04-17","0","1 - CLEAR","SUZUKI","RM-Z250 (SUZUKI)","2005","0","2 - WORN, DAMAGED"
"19497502","HUMBLE","2023-04-17","0","1 - CLEAR","KAWASAKI","ZR1100 (KAWASAKI)","2018","0","2 - WORN, DAMAGED"
"19497805","DONNA","2023-04-17","1","1 - CLEAR","HARLEY-DAVIDSON","UNKNOWN (HARLEY-DAVIDSON)","2005","1","1 - NOT WORN"
"19497805","DONNA","2023-04-17","1","1 - CLEAR","FORD","F150 (FORD)","2016","0","97 - NOT APPLICABLE"
"19500125","ARLINGTON","2023-04-17","0","1 - CLEAR","TOYOTA","CAMRY (TOYOTA)","2015","0","97 - NOT APPLICABLE"
"19500125","ARLINGTON","2023-04-17","0","1 - CLEAR","HARLEY-DAVIDSON","FLH (HARLEY-DAVIDSON)","2018","0","1 - NOT WORN"
"19502664","HOUSTON","2023-04-17","0","1 - CLEAR","OTHER (EXPLAIN IN NARRATIVE)","OTHER (EXPLAIN IN NARRATIVE) (OTHER (EXPLAIN IN NARRATIVE))","2022","0","2 - WORN, DAMAGED"
"19509824","DALLAS","2023-04-17","0","1 - CLEAR","HONDA","CR-V (HONDA)","2003","0","97 - NOT APPLICABLE"
"19509824","DALLAS","2023-04-17","0","1 - CLEAR","YAMAHA","FZ09 (YAMAHA)","2014","0","2 - WORN, DAMAGED"
"19515312","DALLAS","2023-04-17","0","1 - CLEAR","SUZUKI","GSX (SUZUKI)","2008","0","4 - WORN, UNK DAMAGE"
"19528752","HOUSTON","2023-04-17","0","1 - CLEAR","CHEVROLET","CAMARO (CHEVROLET)","2020","0","97 - NOT APPLICABLE"
"19528752","HOUSTON","2023-04-17","0","1 - CLEAR","HONDA","VTX1300 (HONDA)","2007","0","2 - WORN, DAMAGED"
"19528752","HOUSTON","2023-04-17","0","1 - CLEAR","HONDA","ACCORD (HONDA)","2017","0","97 - NOT APPLICABLE"
"19531406","HOUSTON","2023-04-17","1","1 - CLEAR","YAMAHA","YZF1000 (YAMAHA)","2014","1","2 - WORN, DAMAGED"
"19531406","HOUSTON","2023-04-17","1","1 - CLEAR","FREIGHTLINER","CASCADIA 113 (FREIGHTLINER)","2023","0","97 - NOT APPLICABLE"
"19506195","RICHARDSON","2023-04-18","0","2 - CLOUDY","HONDA","PILOT (HONDA)","2020","0","97 - NOT APPLICABLE"
"19506195","RICHARDSON","2023-04-18","0","2 - CLOUDY","TRIUMPH MOTORCYCLE","SCRAMBLER (TRIUMPH MOTORCYCLE)","2014","0","2 - WORN, DAMAGED"
"19507342","EL PASO","2023-04-18","0","1 - CLEAR","HYOSUNG","GD250R (HYOSUNG)","2015","0","2 - WORN, DAMAGED"
"19507830","ROSENBERG","2023-04-18","0","2 - CLOUDY","CHEVROLET","IMPALA (CHEVROLET)","2017","0","97 - NOT APPLICABLE"
"19507830","ROSENBERG","2023-04-18","0","2 - CLOUDY","CHEVROLET","IMPALA (CHEVROLET)","2017","0","97 - NOT APPLICABLE"
"19507830","ROSENBERG","2023-04-18","0","2 - CLOUDY","HONDA","VT750 (HONDA)","2000","0","1 - NOT WORN"
"19500210","OUTSIDE CITY LIMITS","2023-04-19","0","2 - CLOUDY","YAMAHA","UNKNOWN (YAMAHA)","2023","0","2 - WORN, DAMAGED"
"19500552","JUSTIN","2023-04-19","0","1 - CLEAR","TOYOTA","4RUNNER (TOYOTA)","1999","0","97 - NOT APPLICABLE"
"19500552","JUSTIN","2023-04-19","0","1 - CLEAR","HARLEY-DAVIDSON","UNKNOWN (HARLEY-DAVIDSON)","2012","0","1 - NOT WORN"
"19500778","PASADENA","2023-04-19","0","2 - CLOUDY","HONDA","CB500 (HONDA)","2018","0","4 - WORN, UNK DAMAGE"
"19501426","OUTSIDE CITY LIMITS","2023-04-19","0","8 - SEVERE CROSSWINDS","KTM","UNKNOWN (KTM)","2014","0","2 - WORN, DAMAGED"
"19503786","OUTSIDE CITY LIMITS","2023-04-19","0","2 - CLOUDY","VICTORY MOTORCYCLES","VEGAS (VICTORY MOTORCYCLES)","2015","0","1 - NOT WORN"
"19505303","DALLAS","2023-04-19","0","1 - CLEAR","FORD","BRONCO SPORT (FORD)","2022","0","97 - NOT APPLICABLE"
"19505303","DALLAS","2023-04-19","0","1 - CLEAR","YAMAHA","YZFR6 (YAMAHA)","2017","0","2 - WORN, DAMAGED"
"19505664","THE COLONY","2023-04-19","1","2 - CLOUDY","HARLEY-DAVIDSON","UNKNOWN (HARLEY-DAVIDSON)","2003","1","1 - NOT WORN"
"19510948","OUTSIDE CITY LIMITS","2023-04-19","0","1 - CLEAR","FORD","F250 (FORD)","2016","0","97 - NOT APPLICABLE"
"19510948","OUTSIDE CITY LIMITS","2023-04-19","0","1 - CLEAR","HARLEY-DAVIDSON","FXB (HARLEY-DAVIDSON)","2008","0","2 - WORN, DAMAGED"
"19512694","GRAND PRAIRIE","2023-04-19","0","1 - CLEAR","No Data","No Data","No Data","0","97 - NOT APPLICABLE"
"19512694","GRAND PRAIRIE","2023-04-19","0","1 - CLEAR","TOYOTA","COROLLA (TOYOTA)","2011","0","97 - NOT APPLICABLE"
"19512694","GRAND PRAIRIE","2023-04-19","0","1 - CLEAR","CAN-AM","RYKER (CAN-AM)","2022","0","4 - WORN, UNK DAMAGE"
"19512694","GRAND PRAIRIE","2023-04-19","0","1 - CLEAR","FREIGHTLINER","CASCADIA 113 (FREIGHTLINER)","2021","0","97 - NOT APPLICABLE"
"19512694","GRAND PRAIRIE","2023-04-19","0","1 - CLEAR","HONDA","ODYSSEY (HONDA)","2015","0","97 - NOT APPLICABLE"
"19512694","GRAND PRAIRIE","2023-04-19","0","1 - CLEAR","HONDA","ODYSSEY (HONDA)","2015","0","97 - NOT APPLICABLE"
"19513429","OUTSIDE CITY LIMITS","2023-04-19","0","2 - CLOUDY","KAWASAKI","KAF700 (KAWASAKI)","2004","0","2 - WORN, DAMAGED"
"19514437","OUTSIDE CITY LIMITS","2023-04-19","1","2 - CLOUDY","FORD","F150 (FORD)","2015","0","97 - NOT APPLICABLE"
"19514437","OUTSIDE CITY LIMITS","2023-04-19","1","2 - CLOUDY","HARLEY-DAVIDSON","FLHR (HARLEY-DAVIDSON)","2000","1","3 - WORN, NOT DAMAGED"
"19562783","FORT WORTH","2023-04-19","0","1 - CLEAR","KAWASAKI","NINJA ZX (KAWASAKI)","2023","0","2 - WORN, DAMAGED"
"19562783","FORT WORTH","2023-04-19","0","1 - CLEAR","FORD","EDGE (FORD)","2013","0","97 - NOT APPLICABLE"
"19562783","FORT WORTH","2023-04-19","0","1 - CLEAR","FORD","EDGE (FORD)","2013","0","97 - NOT APPLICABLE"
"19501773","BURLESON","2023-04-20","0","1 - CLEAR","OTHER (EXPLAIN IN NARRATIVE)","OTHER (EXPLAIN IN NARRATIVE) (OTHER (EXPLAIN IN NARRATIVE))","2023","0","1 - NOT WORN"
"19515613","EL PASO","2023-04-20","1","1 - CLEAR","HONDA","CBR600 (HONDA)","1990","1","99 - UNKNOWN IF WORN"
"19520287","PEASTER","2023-04-20","1","2 - CLOUDY","HARLEY-DAVIDSON","FLHXS (HARLEY-DAVIDSON)","2017","1","1 - NOT WORN"
"19520287","PEASTER","2023-04-20","1","2 - CLOUDY","KIA","SEDONA (KIA)","2019","0","97 - NOT APPLICABLE"
"19523013","FULTON","2023-04-20","1","1 - CLEAR","NISSAN","ALTIMA (NISSAN)","2011","0","97 - NOT APPLICABLE"
"19523013","FULTON","2023-04-20","1","1 - CLEAR","NISSAN","ALTIMA (NISSAN)","2011","0","97 - NOT APPLICABLE"
"19523013","FULTON","2023-04-20","1","1 - CLEAR","HARLEY-DAVIDSON","FXD (HARLEY-DAVIDSON)","2008","1","1 - NOT WORN"
"19527270","CORPUS CHRISTI","2023-04-20","0","1 - CLEAR","HARLEY-DAVIDSON","XLH1100 (HARLEY-DAVIDSON)","2003","0","1 - NOT WORN"
"19563486","FORT WORTH","2023-04-20","0","1 - CLEAR","MAZDA","3 (MAZDA)","2014","0","97 - NOT APPLICABLE"
"19563486","FORT WORTH","2023-04-20","0","1 - CLEAR","SUZUKI","GS500 (SUZUKI)","2002","0","99 - UNKNOWN IF WORN"
"19502760","SAN ANTONIO","2023-04-21","1","1 - CLEAR","HONDA","UNKNOWN (HONDA)","1977","1","2 - WORN, DAMAGED"
"19502760","SAN ANTONIO","2023-04-21","1","1 - CLEAR","KENWORTH","T880 (KENWORTH)","2019","0","97 - NOT APPLICABLE"
"19502793","OUTSIDE CITY LIMITS","2023-04-21","0","1 - CLEAR","KAWASAKI","NINJA ZX (KAWASAKI)","2023","0","3 - WORN, NOT DAMAGED"
"19503440","SAN ANTONIO","2023-04-21","1","2 - CLOUDY","YAMAHA","XVS1100 (YAMAHA)","2011","1","2 - WORN, DAMAGED"
"19503871","ENNIS","2023-04-21","0","1 - CLEAR","HONDA","UNKNOWN (HONDA)","2000","0","1 - NOT WORN"
"19504377","OUTSIDE CITY LIMITS","2023-04-21","0","1 - CLEAR","FORD","F250 (FORD)","2016","0","97 - NOT APPLICABLE"
"19504377","OUTSIDE CITY LIMITS","2023-04-21","0","1 - CLEAR","HARLEY-DAVIDSON","RA1250 (HARLEY-DAVIDSON)","2021","0","4 - WORN, UNK DAMAGE"
"19504849","OUTSIDE CITY LIMITS","2023-04-21","0","1 - CLEAR","HARLEY-DAVIDSON","FLT (HARLEY-DAVIDSON)","2013","0","1 - NOT WORN"
"19504849","OUTSIDE CITY LIMITS","2023-04-21","0","1 - CLEAR","NISSAN","ALTIMA (NISSAN)","2011","0","97 - NOT APPLICABLE"
"19505029","OUTSIDE CITY LIMITS","2023-04-21","0","1 - CLEAR","HARLEY-DAVIDSON","FLT (HARLEY-DAVIDSON)","2016","0","1 - NOT WORN"
"19506771","DEL RIO","2023-04-21","0","1 - CLEAR","CHEVROLET","C2500 (CHEVROLET)","2015","0","97 - NOT APPLICABLE"
"19506771","DEL RIO","2023-04-21","0","1 - CLEAR","HARLEY-DAVIDSON","FLSTN (HARLEY-DAVIDSON)","2005","0","1 - NOT WORN"
"19508271","ARLINGTON","2023-04-21","1","1 - CLEAR","SUZUKI","GSX-R600 (SUZUKI)","2008","1","3 - WORN, NOT DAMAGED"
"19508271","ARLINGTON","2023-04-21","1","1 - CLEAR","MERCURY","MARINER (MERCURY)","2007","0","97 - NOT APPLICABLE"
"19509174","MIDLOTHIAN","2023-04-21","0","1 - CLEAR","HONDA","CR-V (HONDA)","2008","0","97 - NOT APPLICABLE"
"19509174","MIDLOTHIAN","2023-04-21","0","1 - CLEAR","HARLEY-DAVIDSON","FLH (HARLEY-DAVIDSON)","2015","0","1 - NOT WORN"
"19509174","MIDLOTHIAN","2023-04-21","0","1 - CLEAR","HARLEY-DAVIDSON","FLH (HARLEY-DAVIDSON)","2015","0","1 - NOT WORN"
"19517179","SOCORRO","2023-04-21","0","1 - CLEAR","HYUNDAI","TIBURON (HYUNDAI)","2004","0","97 - NOT APPLICABLE"
"19517179","SOCORRO","2023-04-21","0","1 - CLEAR","HYUNDAI","TIBURON (HYUNDAI)","2004","0","97 - NOT APPLICABLE"
"19517179","SOCORRO","2023-04-21","0","1 - CLEAR","YAMAHA","YZFR6 (YAMAHA)","2009","0","4 - WORN, UNK DAMAGE"
"19524369","SNYDER","2023-04-21","0","1 - CLEAR","TOYOTA","TUNDRA (TOYOTA)","2017","0","97 - NOT APPLICABLE"
"19524369","SNYDER","2023-04-21","0","1 - CLEAR","TOYOTA","TUNDRA (TOYOTA)","2017","0","97 - NOT APPLICABLE"
"19524369","SNYDER","2023-04-21","0","1 - CLEAR","VICTORY MOTORCYCLES","UNKNOWN (VICTORY MOTORCYCLES)","2004","0","1 - NOT WORN"
"19535393","OUTSIDE CITY LIMITS","2023-04-21","0","1 - CLEAR","HARLEY-DAVIDSON","XL883 (HARLEY-DAVIDSON)","2005","0","2 - WORN, DAMAGED"
"19535393","OUTSIDE CITY LIMITS","2023-04-21","0","1 - CLEAR","JEEP","WRANGLER (JEEP)","2021","0","97 - NOT APPLICABLE"
"19535393","OUTSIDE CITY LIMITS","2023-04-21","0","1 - CLEAR","JEEP","WRANGLER (JEEP)","2021","0","97 - NOT APPLICABLE"
"19535393","OUTSIDE CITY LIMITS","2023-04-21","0","1 - CLEAR","JEEP","WRANGLER (JEEP)","2021","0","97 - NOT APPLICABLE"
"19503555","LEWISVILLE","2023-04-22","0","2 - CLOUDY","CHEVROLET","SILVERADO (CHEVROLET)","2022","0","97 - NOT APPLICABLE"
"19503555","LEWISVILLE","2023-04-22","0","2 - CLOUDY","HARLEY MURRAY INC","UNKNOWN (HARLEY MURRAY INC)","2017","0","1 - NOT WORN"
"19505229","VIDOR","2023-04-22","0","1 - CLEAR","HARLEY-DAVIDSON","FLTCUI (HARLEY-DAVIDSON)","2012","0","4 - WORN, UNK DAMAGE"
"19505229","VIDOR","2023-04-22","0","1 - CLEAR","HARLEY-DAVIDSON","FLTCUI (HARLEY-DAVIDSON)","2012","0","4 - WORN, UNK DAMAGE"
"19505317","SAN ANTONIO","2023-04-22","0","1 - CLEAR","HARLEY-DAVIDSON","FLS (HARLEY-DAVIDSON)","2017","0","1 - NOT WORN"
"19505482","OUTSIDE CITY LIMITS","2023-04-22","0","1 - CLEAR","FORD","F150 (FORD)","2007","0","97 - NOT APPLICABLE"
"19505482","OUTSIDE CITY LIMITS","2023-04-22","0","1 - CLEAR","FORD","F150 (FORD)","2007","0","97 - NOT APPLICABLE"
"19505482","OUTSIDE CITY LIMITS","2023-04-22","0","1 - CLEAR","FORD","F150 (FORD)","2007","0","97 - NOT APPLICABLE"
"19505482","OUTSIDE CITY LIMITS","2023-04-22","0","1 - CLEAR","FORD","F150 (FORD)","2007","0","97 - NOT APPLICABLE"
"19505482","OUTSIDE CITY LIMITS","2023-04-22","0","1 - CLEAR","FORD","F150 (FORD)","2007","0","97 - NOT APPLICABLE"
"19505482","OUTSIDE CITY LIMITS","2023-04-22","0","1 - CLEAR","HARLEY-DAVIDSON","UNKNOWN (HARLEY-DAVIDSON)","2012","0","2 - WORN, DAMAGED"
"19511992","DALLAS","2023-04-22","0","1 - CLEAR","FORD","FUSION (FORD)","2016","0","97 - NOT APPLICABLE"
"19511992","DALLAS","2023-04-22","0","1 - CLEAR","HONDA","VT750 (HONDA)","2009","0","1 - NOT WORN"
"19512788","OUTSIDE CITY LIMITS","2023-04-22","0","1 - CLEAR","HONDA","CIVIC (HONDA)","2019","0","97 - NOT APPLICABLE"
"19512788","OUTSIDE CITY LIMITS","2023-04-22","0","1 - CLEAR","HARLEY-DAVIDSON","FLHXS (HARLEY-DAVIDSON)","2022","0","4 - WORN, UNK DAMAGE"
"19513433","OUTSIDE CITY LIMITS","2023-04-22","0","1 - CLEAR","HARLEY-DAVIDSON","FLSTSC (HARLEY-DAVIDSON)","2007","0","2 - WORN, DAMAGED"
"19513588","OUTSIDE CITY LIMITS","2023-04-22","1","1 - CLEAR","GMC","SIERRA (GMC)","2020","0","97 - NOT APPLICABLE"
"19513588","OUTSIDE CITY LIMITS","2023-04-22","1","1 - CLEAR","ALL OTHER MAKES","UNKNOWN (ALL OTHER MAKES)","2016","1","4 - WORN, UNK DAMAGE"
"19513825","OUTSIDE CITY LIMITS","2023-04-22","0","1 - CLEAR","SUZUKI","UNKNOWN (SUZUKI)","2012","0","99 - UNKNOWN IF WORN"
"19513825","OUTSIDE CITY LIMITS","2023-04-22","0","1 - CLEAR","FORD","EXPLORER SPORT TRAC (FORD)","2018","0","97 - NOT APPLICABLE"
"19513825","OUTSIDE CITY LIMITS","2023-04-22","0","1 - CLEAR","FORD","EXPLORER SPORT TRAC (FORD)","2018","0","97 - NOT APPLICABLE"
"19513825","OUTSIDE CITY LIMITS","2023-04-22","0","1 - CLEAR","FORD","EXPLORER SPORT TRAC (FORD)","2018","0","97 - NOT APPLICABLE"
"19513825","OUTSIDE CITY LIMITS","2023-04-22","0","1 - CLEAR","TOYOTA","TACOMA (TOYOTA)","2014","0","97 - NOT APPLICABLE"
"19514681","VINTON","2023-04-22","0","1 - CLEAR","HONDA","TRX420 (HONDA)","2015","0","1 - NOT WORN"
"19517027","OUTSIDE CITY LIMITS","2023-04-22","0","2 - CLOUDY","KAWASAKI","VN1500 (KAWASAKI)","2002","0","1 - NOT WORN"
"19508882","CORPUS CHRISTI","2023-04-23","0","1 - CLEAR","YAMAHA","UNKNOWN (YAMAHA)","2004","0","1 - NOT WORN"
"19508882","CORPUS CHRISTI","2023-04-23","0","1 - CLEAR","YAMAHA","UNKNOWN (YAMAHA)","2004","0","4 - WORN, UNK DAMAGE"
"19526967","OUTSIDE CITY LIMITS","2023-04-23","0","2 - CLOUDY","YAMAHA","MT09 (YAMAHA)","2019","0","2 - WORN, DAMAGED"
"19526967","OUTSIDE CITY LIMITS","2023-04-23","0","2 - CLOUDY","SATURN","L200 (SATURN)","2003","0","97 - NOT APPLICABLE"
"19526967","OUTSIDE CITY LIMITS","2023-04-23","0","2 - CLOUDY","SATURN","L200 (SATURN)","2003","0","97 - NOT APPLICABLE"
"19508382","GRAND PRAIRIE","2023-04-24","0","1 - CLEAR","YAMAHA","UNKNOWN (YAMAHA)","2017","0","2 - WORN, DAMAGED"
"19508645","SAN ANTONIO","2023-04-24","0","1 - CLEAR","HARLEY-DAVIDSON","UNKNOWN (HARLEY-DAVIDSON)","2014","0","4 - WORN, UNK DAMAGE"
"19509611","OUTSIDE CITY LIMITS","2023-04-24","0","1 - CLEAR","FORD","EDGE (FORD)","2008","0","97 - NOT APPLICABLE"
"19509611","OUTSIDE CITY LIMITS","2023-04-24","0","1 - CLEAR","HONDA","CBR600 (HONDA)","2003","0","2 - WORN, DAMAGED"
